id,Word,meaning
11678,طعمه ,"  خوراک، غذا، نواله، خوردنی، رزق، روزی ، صید ، خوراک‌جانور "
11679,طعمه دادن ," طعام دادن، خوراک دادن، غذا دادن "
11680,طعن‌آمیز ,"سرزنش‌آلود، سرزنش‌بار، شماتت‌آمیز، شماتت‌بار، طعنه‌آمیز، طعن‌آلود، ملامت‌آمیز، ملامت‌بار ، ستایش‌آمیز"
11681,طعن ,"  زخم‌زبان، سرزنش، طعنه، عیب‌جویی، کنایه، گوشه، ملامت ، عیب گفتن، سرزنش کردن، کنایه زدن ، نیزه زدن ، نیزه‌زنی "
11682,طعن کردن ," سرزنش کردن، عیب کردن، شماتت کردن، بد گفتن، ملامت کردن ، ستایش کردن، ستودن"
11683,طعنه‌آمیز ,"سرزنش‌آمیز، طعن‌آمیز، ملامت‌آلود، ملامت‌آمیز، ملامت‌بار، نیش‌آلود"
11684,طعنه ,"  بدگویی، سرزنش، شماتت، طعن، لوم، ملامت، نیش و کنایه ، سرزنش کردن ، نیزه‌زنی، ضربت‌نیزه "
11685,طعنه زدن ," ملامت کردن، سرزنش کردن، کنایه زدن، زخم زبان زدن، نیش‌وکنایه زدن، شماتت کردن ، تحسین کردن، ستایش کردن "
11686,طعنه‌زنان ," سرزنش‌کنان، ملامت‌کنان، نیش‌وکنایه‌زنان "
11687,طعنه‌زن ," ملامتگر، سرزنشگر، سرزنش کننده ، ستایشگر، ستانیده، مداح"
11688,طغرا ,"  فرمان، منشور، حکم ، نشان صدوراحکام و فرامین ، خطی تزیینی ، نشان، علامت، مهر ، واحد (سند، نامه)"
11689,طغرایی ," طغرانویس، طغراکش "
11690,طغیان ,"    تمرد، خودسری، سرکشی، سرپیچی، عصیان، طغیانگری، گردنکشی، مخالفت، نافرمانی، یاغیگری ، انقیاد، فرمانبرداری ، انقلاب، بلوا، شورش ، نافرمانی کردن، از حد خود تجاوز کردن "
11691,طغیان کردن ,"  سرکشی کردن، عصیان ورزیدن، گردن‌کشی کردن، نافرمانی کردن، یاغی شدن، طاغی شدن، شورش کردن ، بالا آمدن (سطح آب رودخانه)، سرریز کردن "
11692,طغیانگر ," بلواچی، شورشی، عصیانگر، طاغی، عاصی، گردن‌کش، متمرد، یاغی ، رام، مطیع"
11693,طفره‌آمیز ," مسامحه‌آمیز، تعلل‌گونه "
11694,طفره ,"    اهمال، تاخیر، تعلل، سستی، گریز، مسامحه ، برجستن، پریدن، جستن ، پرش، جست"
11695,طفره داشتن ," اهمال ورزیدن، تعلل کردن، مسامحه کردن، سستی کردن، پابه‌پا کردن، کوتاهی کردن، خودداری کردن، بهانه‌آوردن"
11696,طفره رفتن ," طفره زدن، تعلل کردن، سردواندن، اهمال‌کاری کردن، در رفتن، سستی کردن ، اقدام کردن، عمل کردن، دست‌یازیدن"
11697,طفلانه ,"قید بچگانه، کودکانه "
11698,طفل ,"اسم بچه، خردسال، غلام، کودک، نوزاد، نوباوه، نوجوان ، بالغ، بزرگسال"
11699,طفولیت ," بچگی، صباوت، طفلی، کودکی، نوباوگی، نوجوانی، خردسالی ، کهولت، کلان‌سالی "
11700,طفیل ,"صفت  همراه ، انگل ، وابسته ، مهمان ناخوانده"
11701,طفیلی ,"اسم  انگل، میکرب، پارازیت ، طفیل، مهمان‌ناخوانده ، سربار، مفت‌خور، ، وابسته"
11702,طلاب ,"  طلبه‌ها ، طالبان، خواهندگان، خواستاران "
11703,طلا ,"  ذهب، زخرف، زر، عسجد ، سیم، فضه، نقره ، شی کم‌یاب، شخص‌بسیارارزشمند ، شراب، می پخته"
11704,طلاساز ,"  زرگر ، کیمیاگر "
11705,طلاق ,"  بیزاری، جدایی، متارکه ، رهایی ، ازدواج، نکاح، وصلت"
11706,طلاقت ,"  روانی، زبان‌آوری، فصاحت، گشاده‌زبانی ، گشاده‌رویی، بشاشت، خوش‌رویی"
11707,طلاق دادن ," متارکه کردن، طلاق گفتن ، ازدواج کردن"
11708,طلاق گرفتن ,"  جدا شدن، مطلقه شدن ،  طلاق دادن ، ازدواج کردن ، فسخ عقد کردن (از سوی زن) ، عقد بستن، عقد کردن "
11709,طلاق گفتن ,"  طلاق دادن، متارکه کردن ، ترک کردن، رها کردن، پشت پازدن "
11710,طلاکار ," زرکوب، زراندود"
11711,طلاکاری ,"تذهیب، زراندودی، زرکاری ، نقره‌کاری "
11712,طلاکوب , زرکوب 
11713,طلاکوبی ," زرکوبی، طلاکاری ، نقره‌کاری "
11714,طلال ,"  بارانهای ریز، نم‌بارش ، خرابه، ویرانه "
11715,طلایع ," طلیعه‌ها، پیش‌روان، لشکر، طلایه‌داران، پیش‌قراولان، پیش‌تازان، جلوداران، مقدمه لشکر "
11716,طلایه ,"پیش‌قراول، جلودار، طلیعه، مقدمت‌الجیش"
11717,طلایه‌دار ,"  پرچم‌دار، ، پیش‌آهنگ، پیش‌رو، پیش‌تاز، پیش‌قراول، جلودار، طلایه‌بان "
11718,طلایی ,"  زری، زرین، زرین‌فام، زرینه، زریون ، سیمین ، به رنگ طلا ، پررونق، باشکوه ، بسیاردلنشین"
11719,طل ," باران ریز، بشک، جلید، ژاله، شبنم"
11720,طلب ,"  جستجو ، التماس، خواست، تقاضا، خواستاری، خواهش، مطالبه ، جستن، خواستن، ، بستانکاری ، بده، بده‌کاری، دین، قرض "
11721,طلب داشتن ,"  بستانکاربودن ، بدهکار بودن ، توقع بی‌مورد داشتن "
11722,طلب‌کار,"اسم بستانکار، داین، وامخواه طلب‌خواه ، بدهکار، مدیون "
11723,طلب‌کاری,"بستانکاری، وام‌خواهی، طلب‌خواهی، خواستاری‌طلب ، بده‌کاری"
11724,طلب کردن ,"  خواستن، درخواست کردن، خواستار شدن، طلبیدن، مطالبه کردن، جستجو کردن ، جستن، جست‌وجو کردن ، احضار کردن، فرا خواندن ، مطالبه کردن ، ابتغاء"
11725,طلبه ,"  تلمیذ، دانش‌آموز، دانشجو، محصل (علوم دینی) ، استاد ، دین‌پژوه، مذهب‌پژوه "
11726,طلبیدن ,"    احضار کردن، خواندن ، تقاضا کردن، فرا خواندن، ، دعوت کردن، فراخوانی کردن ، راندن، طرد کردن ، خواستن، طلب کردن، ، جستن، جست‌وجو کردن ، اقتضا کردن، لازم داشتن "
11727,طلبیده ,"اسم  دعوت‌شده، مدعو، میهمان ، فراخوانده، احضارشده، احضاری ، خواسته "
11728,طلح ,"  خار، مغیلان، درخت صمغ‌عربی ، موز "
11729,طلسم ,"صفت  افسون، تعویذ، جادو، سحر، نیرنگ ، جادوشده، سحرشده، افسون‌شده "
11730,طلسم شکستن ,"  طلسم‌شکنی کردن، طلسم‌زدایی کردن، باطل‌السحر کردن، جادوزدایی کردن ، مانع‌زدایی کردن، طلسم‌گشایی کردن، رفع موانع کردن "
11731,طلسم کردن ,"  جادو کردن، افسون کردن ، طلسم شکستن، طلسم‌گشودن ، بستن "
11732,طلسم‌گشا ," طلسم‌شکن، طلسم‌زدا ، طلسم‌بند"
11733,طلسم‌گشایی ," طلسم‌شکنی، طلسم‌زدایی ، طلسم‌بندی"
11734,طلعت ,"    چهره، رخسار، رو، وجه ، رویت، دیدار ، برآمدن، دمیدن، طلوع کردن ، طلوع ، دیدن، رویت کردن "
11735,طلق ,"  حلال، روا، ، ناروا، ، خاص، ویژه ، خالص، بی‌آمیغ ، مسلم، منحصر به‌فرد"
11736,طلق ,"  زرورق ، درد، دردزایمان ، جدایی"
11737,طلل ,"  خرابه، ویرانه ، کالبد، هیکل (هرچیز) "
11738,طلوع ,"  e برآمدن، دمیدن، ، غروب کردن ، طلعت ، پیدایش، پیدایی، ، ظهور ، غروب، زوال، افول"
11739,طلوع کردن ,"    برآمدن، سربر زدن، سر زدن، دمیدن، بردمیدن (خورشید وستارگان) "
11740,طلی ,"  طلا، زر، عسجد ، ضماد، مرهم "
11741,طلیعه ,"  پدیدار گشتن، ظاهر شدن ، پیشرو، پیش‌قراول، طلایه، مقدمه سپاه ، آغاز، مقدمه ، سپیده ، اول آفتاب "
11742,طلیعه‌گر , آغازگر 
11743,طلیق ,"  آزاد، رها، غیرمقید، ازقیدرسته ، گشاده‌رو، خنده‌رو، بشاش ، گشاده‌زبان ، فصیح، روان"
11744,طماع ,"   آزمند، پرحرص، حریص، طمع‌ورز، پرطمع، آزور، دندان‌گرد، طمع‌کار ، قانع ، افزون‌خواه، زیادخواه، افزون‌طلب"
11745,طماعی ,"آزپیشگی، آزمندی، آزوری، طمع ، قناعت"
11746,طمانینه ,"  مکث، آهستگی، کندی، ، تانی، سکون، سکینه، قرار، آرامش ، وقار، متانت"
11747,طمث ,"  جماع، هم‌بستری، رابطه‌جنسی ، حیض، رگل، عادت، قاعدگی ، سودن، لمس کردن "
11748,طمس ,"  نابود، هلاک ، محو کردن ، ناپدید شدن ، ناپدید کردن، ناپیدا کردن ، هلاک کردن، نابود کردن ، دوری‌گزیدن "
11749,طمطراق ,"  جلال، شکوه، شوکت، ، تجمل ، دبدبه، طنطنه، کوکبه ، تکبر، خودنمایی ، کروفر ، سروصدا، هیاهو"
11750,طمع ,"  آز، افزون‌طلبی، زیاده‌خواهی، حرص، شره، ولع ، ناکسی، ، امید، چشم‌داشت، انتظار، توقع، بیوس "
11751,طمع بریدن ," قطع‌امید کردن، ناامید شدن، طمع برگرفتن، ترک آز کردن، طمع برداشتن ، طمع بستن"
11752,طمع بستن ,"  امید داشتن، امیدوار بودن ، توقع داشتن، چشم داشتن، بیوسیدن "
11753,طمع‌خام , خوش‌خیال
11754,طمع خامی , خوش‌خیالی 
11755,طمع داشتن ," امید داشتن، توقع داشتن، چشم داشتن، چشم‌داشت داشتن، امیدوار بودن ، طمع بریدن"
11756,طمع‌کار,"آزپیشه، آزمند، حریص، طماع طمع‌ورز ، قانع"
11757,طمع‌کاری,"آزپیشگی، آزمندی، حرص، طمع‌ورزی، ولع ، قناعت"
11758,طمع کردن ,"  آزمند شدن، آزور شدن، آزمندی کردن، آزور بودن، حرص‌ورزیدن، حریص شدن ، طمع بریدن، طمع‌بردن، طمع بستن ، امید داشتن، انتظار داشتن، توقع داشتن، امید بستن "
11759,طناب افکندن ," طناب‌انداختن، کمند افکندن، کمند انداختن "
11760,طناب‌بازی , بندبازی 
11761,طناب ,"بند، حبل، خطام، رسن، رشته، ریسمان"
11762,طناب‌خور ," عمق، ژرفا "
11763,طناز ,"  دلفریب، عشوه‌ساز، افسونگر، دلربا، شیوه‌گر، عشوه‌گر، کرشمه‌گر، لوند ، دل‌نشین، فریبنده، ، شوخ، پرناز ، طنزگو"
11764,طنازی ,"افسونگری، دلربایی، شیوه‌گری، عشوه‌گری، کرشمه، لوندی"
11765,طنبور ,"تنبور، طنبوره، چغانه "
11766,طنبوری ," تنبورزن، تنبورنواز "
11767,طنبی ,"  تالار، ایوان ، اطاق‌بزرگ، شاه‌نشین "
11768,طنزآلود ," تمسخرآمیز، طنزآمیز، طیبت‌آلود، فکاهی، هزل‌آلود ، جدی، تراژدی "
11769,طنزآمیز ,"تمسخرآلود، تمسخرآمیز، خنده‌دار، طنزآلود، مضحک ، جدی، تراژدی "
11770,طنز ,"    استهزا، فکاهه، فکاهی، مسخره، هزل ، جد ، ناز ، طعنه، سرزنش ، طعنه زدن، سرزنش کردن ، افسوس کردن، مسخره کردن ، ناز "
11771,طنزکنان ," طنازانه، نازکنان، کرشمه‌کنان، عشوه‌کنان "
11772,طنزنویس ," فکاهی‌نویس، طنزپرداز، فکاهه‌نویس"
11773,طنطنه ,"  تجمل، جاه‌وجلال، طمطراق، فروشکوه، کروفر، شوکت، جاه ، آوازه، شهرت ، صدای ساز، بانگ بربط، صدا، نوای رود "
